Date,Day,Training Day,Days from Game,Week Structure,Turnaround,Training Group,Training Involvement,Opposition,Week Number,Session,Focus,Data Type,Position,Name,Period Name,Total Distance (m),Work Distance (m),+5m/s Distance (m),+6m/s Distance (m),+7m/s Distance (m),Individual High Speed Distance (m),60% Total Distance (m),70% Total Distance (m),80% Total Distance (m),90% Total Distance (Set 2) (m),Accel Decel Distance (m),Accel Distance (m),Accel Decel Efforts,Accel Efforts,Acceleration Metres/Minute,High Accel Distance (m),High Intensity Efforts 1,High Intensity Efforts 2,HSR Density,IMA Total,Individual High Metabolic Distance (m),50% Total Distance (Set 2) (m),60% Total Distance (Set 2) (m),70% Speed Total Distance (Set 2) (m),80% Speed Total Distance (Set 2) (m),Acceleration Density,Acceleration Density Index,Max Vel (% Max),Maximum Velocity (m/s),Meterage Per Minute,Player Load (1D Fwd),Player Load (2D),Player Load (Slow),Player Load Per Metre,Player Load Per Minute,Total Acceleration Load,Total Duration,Average Scrum Count (Session),Average Scrum Duration,Scrum Count,High Accel Total Distance (m),High Accel Total Effort Count,High Deccel  Total Distance (m),High Deccel Total Effort Count,Mod Accel Total Distance (m),Mod Accel Total Effort Count,Position Name,Equivalent Distance (m),High Speed Total Distance (m),Jog Total Distance (m),Abs Sprint Total Distance (m),Stride Total Distance (m),Top Speed 1 Total Distance (m),Top Speed 2 Total Distance (m),Top Speed 2 Total Effort Count,Top Speed 1 Total Effort Count,Stride Total Effort Count,60% Total Effort Count (Set 2),70% Total Effort Count (Set 2),80% Total Effort Count (Set 2),90% Total Effort Count (Set 2),Tackle Count,Deceleration B2 Distance (Gen 2) (m),Deceleration B3 Distance (Gen 2) (m),Deceleration B2-3 Distance (Gen 2) (m),Acceleration B2 Distance (Gen 2) (m),Acceleration B3 Distance (Gen 2) (m),Acceleration B2-3 Distance (Gen 2) (m),Gen 2 Accel Distance (m),Max Acceleration,Max Deceleration,Deceleration B2-3 Total Efforts (Gen 2),Deceleration B2 Efforts (Gen 2),Deceleration B3 Efforts (Gen 2),Acceleration B2 Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Acceleration B2-3 Total Efforts (Gen 2),Individual High Speed/Min,Individual Sprint Metres/Min,60% Mtrs/Min,70% Mtrs/Min,High Speed Mtrs/Min
01/29/20,Wednesday,Day 2,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,242,66,0,0,0,0,0,0,0,0,40,9,7,6,1,0,0,0,n/a,0,9,0,0,0,0,0,5,35,3.3,38,14,24,26,0,6,131,0,0,,0,0,0,0,0,9,6,Back 3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1.9,-1.9,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
01/29/20,Wednesday,Day 2,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,472,337,75,43,0,89,57,9,0,0,79,23,13,8,5,4,9,8,13,0,115,33,47,9,0,0,3,72,6.7,94,20,31,10,0,11,120,0,0,,0,4,1,0,1,19,7,Back 3,0,31,213,0,50,0,0,0,0,7,4,2,0,0,0,0,0,0,4,0,4,4,3.4,-3.6,1,1,0,1,0,1,18,11,11,2,15
01/29/20,Wednesday,Day 2,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,448,245,63,31,0,71,47,0,0,0,94,20,12,5,5,1,7,5,16,0,96,24,47,0,0,0,3,69,6.5,91,17,27,13,0,9,136,0,0,,0,0,0,1,1,20,5,Back 3,0,32,150,0,32,0,0,0,0,7,4,0,0,0,2,0,0,1,0,0,0,0,2.6,-5.5,1,0,1,0,0,0,14,9,9,n/a,13
01/29/20,Wednesday,Day 2,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,328,102,10,0,0,18,0,0,0,0,68,23,19,12,3,1,4,1,30,0,46,18,0,0,0,0,4,56,5.3,37,15,25,22,0,4,147,0,0,,0,1,1,0,0,22,11,Back 3,0,10,68,0,24,0,0,0,0,4,0,0,0,0,3,0,0,0,1,0,1,1,3.3,-3.1,1,1,0,1,0,1,2,n/a,n/a,n/a,1
01/29/20,Wednesday,Day 2,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,583,445,139,27,0,187,77,0,0,0,104,16,12,6,5,4,11,9,5,0,209,110,77,0,0,1,3,70,6.6,138,24,38,12,0,15,158,0,0,,0,3,2,1,2,13,4,Back 3,0,113,191,0,115,0,0,0,0,10,5,0,0,0,2,1,0,1,3,0,3,3,3.3,-4.2,2,1,1,2,0,2,44,18,18,n/a,33
01/29/20,Wednesday,Day 2,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,521,384,42,5,0,64,15,0,0,0,121,13,11,4,4,1,7,2,16,0,83,49,15,0,0,1,3,66,6.2,117,22,35,10,0,13,170,0,0,,0,0,0,0,1,13,4,Back 3,0,37,208,0,133,0,0,0,0,15,1,0,0,0,0,1,0,1,0,0,0,0,2.6,-3.6,1,1,0,0,0,0,14,3,3,n/a,9
01/29/20,Wednesday,Day 2,GD-4,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,532,357,73,30,0,85,56,0,0,0,100,16,13,5,6,2,7,4,9,0,111,29,56,0,0,1,3,69,6.5,119,22,37,15,0,14,166,0,0,,0,1,0,1,1,15,5,Back 3,0,43,209,0,75,0,0,0,0,10,3,0,0,0,2,1,0,1,1,0,1,1,2.9,-3.7,4,4,0,0,0,0,19,13,13,n/a,16
01/29/20,Wednesday,Day 2,GD-4,#N/A,#N/A,,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,538,416,92,42,0,108,60,11,0,0,98,6,12,4,3,2,10,7,12,0,119,47,49,11,0,1,3,74,6.9,135,22,35,10,0,15,148,0,0,,0,0,0,2,1,6,4,Back 3,0,50,260,0,64,0,0,0,0,9,5,1,0,0,3,2,0,2,0,0,0,0,2.4,-4.1,2,1,1,0,0,0,27,15,15,3,23
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,3488,2104,529,162,58,632,273,72,30,0,589,125,82,45,3,23,55,39,9,0,797,358,201,42,30,0,3,85,8,73,135,214,97,0,7,1030,0,0,,0,17,5,6,8,108,40,Back 3,0,367,1158,58,417,0,0,0,0,56,22,4,3,0,8,6,1,7,17,0,17,17,3.7,-4.9,9,6,3,4,0,4,13,6,6,2,11
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,491,257,47,25,0,54,29,0,0,0,60,23,6,6,4,2,4,2,9,0,77,25,29,0,0,0,3,69,6.9,89,22,31,18,0,8,131,0,0,,0,2,0,0,0,22,6,Back,0,22,164,0,46,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,2,2,3.1,-1.7,0,0,0,1,0,1,10,5,5,n/a,9
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,1331,440,133,21,0,144,26,0,0,0,185,72,25,20,2,15,21,12,12,0,223,119,26,0,0,0,3,69,6.9,37,46,69,60,0,3,412,0,0,,0,15,5,0,1,57,15,Back,0,113,206,0,100,0,0,0,0,14,6,0,0,0,0,0,0,0,15,0,15,15,3.9,-3.5,1,1,0,5,0,5,4,1,1,n/a,4
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,883,486,107,17,0,134,48,0,0,0,111,19,9,8,2,5,11,7,9,0,153,85,48,0,0,0,2,69,6.5,76,34,51,24,0,7,221,0,0,,0,5,2,0,0,14,6,Back 3,0,91,262,0,116,0,0,0,0,13,5,0,0,0,0,0,0,0,5,0,5,5,3.1,-2.3,0,0,0,1,0,1,11,4,4,n/a,9
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,693,211,91,50,0,95,54,1,0,0,118,54,24,16,4,22,18,12,17,0,160,41,53,1,0,0,4,71,7,47,23,36,31,0,4,250,0,0,,0,20,5,2,1,33,11,Back,0,41,83,0,37,0,0,0,0,8,6,0,0,0,2,1,1,2,20,0,20,20,4.1,-4.6,2,1,1,5,1,6,6,4,4,0,6
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,406,124,48,23,14,53,28,18,7,0,66,25,11,7,3,8,9,7,16,0,85,25,10,11,7,0,3,82,7.7,44,12,20,17,0,4,139,0,0,,0,8,2,0,1,17,5,Back 3,0,25,58,14,19,0,0,0,0,4,2,1,1,0,0,1,0,1,8,0,8,8,3.7,-3.8,1,1,0,2,0,2,6,3,3,2,5
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,96,20,11,7,0,12,9,3,0,0,19,8,5,2,2,1,2,3,25,0,23,3,6,3,0,0,4,72,6.7,20,3,5,6,0,2,41,0,0,,0,0,0,1,1,8,2,Back 3,0,4,6,0,3,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,2.8,-3.4,1,1,0,0,0,0,2,2,2,1,2
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,531,330,73,21,0,79,24,0,0,0,114,28,13,10,8,6,11,7,12,0,113,54,24,0,0,1,3,70,6.9,123,24,34,16,0,12,171,0,0,,0,5,2,1,1,23,8,Back,0,52,212,0,45,0,0,0,0,10,3,0,0,0,5,1,0,1,5,0,5,5,3.6,-4.2,1,0,1,2,0,2,18,6,6,n/a,17
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,621,487,92,5,0,125,25,0,0,0,94,10,13,5,4,2,7,5,7,0,143,100,25,0,0,1,3,66,6.2,144,27,43,12,0,17,169,0,0,,0,1,0,2,1,10,5,Back 3,0,86,273,0,122,0,0,0,0,13,4,0,0,0,1,2,0,2,1,0,1,1,2.4,-3.6,2,2,0,0,0,0,29,6,6,n/a,21
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,164,74,18,8,0,19,9,0,0,0,22,3,1,1,2,0,2,1,10,0,22,9,9,0,0,0,3,65,6.4,94,6,9,7,0,8,50,0,0,,0,0,0,0,0,3,1,Back,0,10,51,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.2,-1.9,0,0,0,0,0,0,11,5,5,n/a,10
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,226,168,46,18,0,50,31,0,0,0,40,8,7,3,7,4,6,4,11,0,63,19,31,0,0,1,3,69,6.5,130,10,16,5,0,15,72,0,0,,0,3,1,0,1,5,2,Back 3,0,27,98,0,25,0,0,0,0,5,2,0,0,0,2,0,0,0,3,0,3,3,3.5,-4.1,1,0,1,1,0,1,29,18,18,n/a,26
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,419,205,54,29,12,58,32,13,0,0,61,7,3,2,3,1,6,4,12,0,69,26,19,13,0,0,3,79,7.8,100,16,23,13,0,8,106,0,0,,0,0,0,1,0,7,2,Back,0,25,112,12,39,0,0,0,0,4,2,1,0,0,4,1,0,1,0,0,0,0,2.6,-3.3,2,2,0,0,0,0,14,8,8,3,13
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,381,235,93,40,24,107,56,28,10,0,87,24,12,6,8,2,9,8,11,0,137,52,28,17,10,1,3,83,7.8,101,13,22,11,0,10,124,0,0,,0,0,0,2,2,24,6,Back 3,0,53,97,24,45,0,0,0,0,7,4,1,1,0,2,2,0,2,0,0,0,0,2.7,-4.7,2,1,1,0,0,0,28,15,15,7,25
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,899,511,92,53,0,98,56,3,0,0,150,20,14,6,4,4,8,8,10,0,128,42,54,3,0,1,3,71,7,114,34,49,26,0,10,256,0,0,,0,2,1,2,3,18,5,Back,0,39,353,0,67,0,0,0,0,12,3,1,0,0,3,2,1,2,1,1,2,2,3.9,-5,3,2,1,1,0,1,12,7,7,0,12
01/31/20,Friday,Day 3,GD-2,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,834,577,132,51,20,150,76,23,13,0,169,30,25,14,6,1,11,8,7,0,193,75,52,10,13,1,3,85,8,114,33,54,18,0,12,246,0,0,,0,0,0,1,2,30,14,Back 3,0,81,357,20,88,0,0,0,0,13,4,1,1,0,3,1,0,2,0,0,0,0,2.9,-4.9,2,1,1,0,0,0,21,10,10,3,18
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,3232,1726,359,142,18,425,232,40,0,0,508,76,61,28,3,12,40,36,10,138,534,194,192,40,0,0,3,79,7.4,77,147,231,139,0,9,965,0,0,,0,7,2,5,7,69,26,Back 3,3716,216,1079,18,288,0,0,0,0,39,15,3,0,0,40,3,2,5,7,0,7,7,3.4,-5.7,12,8,4,3,0,3,10,6,6,1,9
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,2796,1249,162,73,20,188,103,41,0,0,326,64,50,25,2,10,19,25,10,89,279,85,62,41,0,0,3,78,7.4,63,129,204,152,0,7,904,0,0,,0,3,1,7,8,61,24,Back 3,3173,90,897,20,190,0,0,0,0,21,7,3,0,0,26,5,2,7,3,0,3,3,3.3,-5.3,12,7,5,3,0,3,4,2,2,1,4
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,6028,2975,521,215,39,614,335,81,0,0,833,139,111,53,2,21,59,58,10,227,813,279,254,81,0,0,3,79,7.4,70,275,435,291,0,8,1869,0,0,,0,10,3,12,15,130,50,Back 3,6890,306,1976,39,478,0,0,0,0,60,22,6,0,0,66,8,4,12,10,0,10,10,3.4,-5.7,24,15,9,6,0,6,7,4,4,1,6
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play,Centre,Player3,period,2121,1482,357,142,18,425,231,39,0,0,473,75,59,27,6,11,34,34,8,136,530,194,192,39,0,1,3,79,7.4,113,105,168,76,0,15,706,0,10,0,10,7,2,4,7,68,25,Back 3,2573,215,852,18,273,0,0,0,0,28,13,3,0,0,40,3,2,5,7,0,7,7,3.4,-5.7,12,8,4,3,0,3,23,12,12,2,19
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play,Centre,Player3,period,1573,829,160,70,21,188,103,41,0,0,290,62,48,24,5,9,15,22,8,81,274,85,62,41,0,1,4,78,7.4,91,76,125,83,0,12,575,0,10,0,10,3,1,6,8,59,23,Back 3,1890,90,505,21,165,0,0,0,0,14,5,2,0,0,26,5,2,7,3,0,3,3,3.1,-5.3,11,6,5,1,0,1,11,6,6,2,9
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,13,8,0,0,0,0,0,0,0,0,4,3,1,1,29,0,0,0,n/a,0,3,0,0,0,0,1,5,39,3.7,128,0,1,0,0,14,6,0,0,,0,0,0,0,0,3,1,Back 3,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,-1.7,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,7,7,0.7,13,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,Back 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,116,86,16,9,0,18,13,0,0,0,31,4,3,2,8,0,2,1,14,2,24,5,13,0,0,1,3,69,6.5,143,5,8,3,0,17,37,0,0,,0,0,0,0,0,4,2,Back 3,140,7,43,0,27,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2.6,-3,1,1,0,0,0,0,22,16,16,n/a,20
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,64,50,5,0,0,7,0,0,0,0,15,5,3,2,14,3,2,1,19,1,13,7,0,0,0,1,3,57,5.4,147,3,4,1,0,16,21,0,0,,0,3,1,0,0,2,1,Back 3,78,5,41,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,3,3.4,-2.5,0,0,0,1,0,1,16,n/a,n/a,n/a,12
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,83,69,35,9,0,37,25,0,0,0,29,4,4,2,12,0,4,2,8,5,44,12,25,0,0,1,4,67,6.3,159,4,6,2,0,18,30,0,0,,0,0,0,0,0,4,2,Back 3,106,26,21,0,13,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2.3,-2.8,0,0,0,0,0,0,72,48,48,n/a,67
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,66,47,1,0,0,5,0,0,0,0,18,9,5,3,15,3,1,1,0,8,15,5,0,0,0,1,4,55,5.1,94,3,5,2,0,12,28,0,0,,0,3,1,0,0,6,2,Back 3,88,1,32,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,3,3.2,-3,1,1,0,1,0,1,7,n/a,n/a,n/a,1
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,213,143,64,38,0,73,48,10,0,0,33,4,5,1,4,0,4,2,8,8,81,25,38,10,0,1,3,72,6.7,118,9,14,7,0,13,59,0,2,0,2,0,0,0,0,4,1,Back 3,244,26,59,0,20,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2.8,-2.9,0,0,0,0,0,0,40,26,26,5,35
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,199,153,32,6,0,42,16,0,0,0,60,7,6,3,6,1,5,6,11,17,53,26,16,0,0,1,4,66,6.2,116,12,20,7,0,18,72,0,0,,0,0,0,1,1,7,3,Back 3,254,26,86,0,35,0,0,0,0,3,3,0,0,0,4,1,1,2,0,0,0,0,2.5,-5.3,2,1,1,0,0,0,25,9,9,n/a,19
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,28,21,10,1,0,12,6,0,0,0,14,6,3,1,26,0,1,1,11,4,19,6,6,0,0,1,5,64,6,102,2,3,2,0,18,14,0,0,,0,0,0,0,0,6,1,Back 3,39,9,7,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2.8,-2.6,0,0,0,0,0,0,42,21,21,n/a,37
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,55,29,16,7,0,18,13,0,0,0,16,0,1,0,3,0,1,2,11,8,21,6,13,0,0,0,4,69,6.5,61,3,6,4,0,9,20,0,0,,0,0,0,0,0,0,0,Back 3,68,9,8,0,5,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1.9,-3.3,1,1,0,0,0,0,20,14,14,n/a,18
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,214,155,0,0,0,0,0,0,0,0,31,4,2,2,3,1,0,2,n/a,18,5,0,0,0,0,1,4,48,4.5,122,14,22,10,0,20,76,0,0,,0,1,0,0,0,4,2,Back 3,252,0,124,0,31,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,1,1,2,-2.6,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,5,2,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,3,24,2.2,88,0,0,0,0,11,2,0,0,,0,0,0,0,0,0,0,Back 3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,40,18,0,0,0,0,0,0,0,0,3,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,3,35,3.3,75,1,2,1,0,7,11,0,0,,0,0,0,0,0,0,0,Back 3,43,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,-0.4,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,46,35,18,9,0,22,14,0,0,0,12,0,1,0,2,0,2,2,10,1,22,8,14,0,0,1,4,68,6.4,115,2,3,1,0,12,16,0,0,,0,0,0,0,1,0,0,Back 3,58,10,11,0,6,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1.9,-3.8,1,1,0,0,0,0,54,35,35,n/a,46
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,7,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,2,14,1.3,51,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,Back 3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,31,28,9,0,0,12,0,0,0,0,11,0,0,0,2,0,1,0,11,1,12,12,0,0,0,1,2,56,5.2,176,1,2,0,0,20,8,0,0,,0,0,0,0,0,0,0,Back 3,39,9,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,-1.8,0,0,0,0,0,0,65,n/a,n/a,n/a,51
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,166,112,40,12,0,45,26,0,0,0,29,4,4,2,4,0,3,1,7,15,50,19,26,0,0,1,3,67,6.3,130,9,14,7,0,17,49,0,0,,0,0,0,0,0,4,2,Back 3,194,28,58,0,14,0,0,0,0,3,1,0,0,0,7,0,0,0,0,0,0,0,2.6,-2.8,0,0,0,0,0,0,35,20,20,n/a,31
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,14,9,0,0,0,0,0,0,0,0,4,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,1,4,35,3.3,96,1,1,0,0,12,6,0,0,,0,0,0,0,0,0,0,Back 3,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,-1.4,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,35,31,6,0,0,9,0,0,0,0,15,0,2,0,3,0,1,1,17,2,10,9,0,0,0,1,4,59,5.5,144,1,2,0,0,17,13,0,0,,0,0,0,0,1,0,0,Back 3,45,6,18,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.7,-3.5,1,1,0,0,0,0,38,n/a,n/a,n/a,24
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,3,0,0,0,0,0,0,0,0,0,1,0,0,0,n/a,0,0,0,n/a,0,0,0,0,0,0,0,5,11,1.1,35,0,0,0,0,3,1,0,0,,0,0,0,0,0,0,0,Back 3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,165,120,13,2,0,17,7,0,0,0,40,11,5,2,10,1,2,2,10,11,31,10,7,0,0,1,4,65,6.1,113,8,12,5,0,14,59,0,7,0,7,0,0,1,1,11,2,Back 3,203,11,76,0,32,0,0,0,0,4,1,0,0,0,4,1,0,1,0,0,0,0,2.8,-3.9,2,2,0,0,0,0,11,5,5,n/a,9
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,132,105,24,9,0,26,15,0,0,0,24,2,3,1,3,0,2,3,7,7,29,11,15,0,0,1,3,68,6.4,134,7,11,3,0,18,39,0,0,,0,0,0,0,1,2,1,Back 3,159,15,62,0,19,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,2.5,-4.7,1,0,1,0,0,0,26,15,15,n/a,24
02/02/20,Sunday,Game Day,GD,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Ball In Play Possession,Centre,Player3,period,280,209,65,41,18,78,50,30,0,0,59,7,7,3,5,1,7,8,12,22,89,28,20,30,0,1,3,79,7.4,125,14,23,9,0,16,84,0,0,,0,0,0,1,2,7,3,Back 3,347,25,114,18,30,0,0,0,0,5,2,2,0,0,6,1,1,1,0,0,0,0,3,-5.7,2,0,2,1,0,1,35,22,22,13,29
