Date,Day,Training Day,Days from Game,Week Structure,Turnaround,Training Group,Training Involvement,Opposition,Week Number,Session,Focus,Data Type,Position,Name,Period Name,Total Distance (m),Work Distance (m),+5m/s Distance (m),+6m/s Distance (m),+7m/s Distance (m),Individual High Speed Distance (m),60% Total Distance (m),70% Total Distance (m),80% Total Distance (m),90% Total Distance (Set 2) (m),Accel Decel Distance (m),Accel Distance (m),Accel Decel Efforts,Accel Efforts,Acceleration Metres/Minute,High Accel Distance (m),High Intensity Efforts 1,High Intensity Efforts 2,HSR Density,IMA Total,Individual High Metabolic Distance (m),50% Total Distance (Set 2) (m),60% Total Distance (Set 2) (m),70% Speed Total Distance (Set 2) (m),80% Speed Total Distance (Set 2) (m),Acceleration Density,Acceleration Density Index,Max Vel (% Max),Maximum Velocity (m/s),Meterage Per Minute,Player Load (1D Fwd),Player Load (2D),Player Load (Slow),Player Load Per Metre,Player Load Per Minute,Total Acceleration Load,Total Duration,Average Scrum Count (Session),Average Scrum Duration,Scrum Count,High Accel Total Distance (m),High Accel Total Effort Count,High Deccel  Total Distance (m),High Deccel Total Effort Count,Mod Accel Total Distance (m),Mod Accel Total Effort Count,Position Name,Equivalent Distance (m),High Speed Total Distance (m),Jog Total Distance (m),Abs Sprint Total Distance (m),Stride Total Distance (m),Top Speed 1 Total Distance (m),Top Speed 2 Total Distance (m),Top Speed 2 Total Effort Count,Top Speed 1 Total Effort Count,Stride Total Effort Count,60% Total Effort Count (Set 2),70% Total Effort Count (Set 2),80% Total Effort Count (Set 2),90% Total Effort Count (Set 2),Tackle Count,Deceleration B2 Distance (Gen 2) (m),Deceleration B3 Distance (Gen 2) (m),Deceleration B2-3 Distance (Gen 2) (m),Acceleration B2 Distance (Gen 2) (m),Acceleration B3 Distance (Gen 2) (m),Acceleration B2-3 Distance (Gen 2) (m),Gen 2 Accel Distance (m),Max Acceleration,Max Deceleration,Deceleration B2-3 Total Efforts (Gen 2),Deceleration B2 Efforts (Gen 2),Deceleration B3 Efforts (Gen 2),Acceleration B2 Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Acceleration B2-3 Total Efforts (Gen 2),Individual High Speed/Min,Individual Sprint Metres/Min,60% Mtrs/Min,70% Mtrs/Min,High Speed Mtrs/Min
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,808,653,93,51,2,125,65,8,0,0,112,12,9,3,4,1,9,4,12,0,143,60,57,8,0,1,2,76,7.1,158,43,61,13,0,17,173,0,0,0,0,0,0,1,0,12,3,Back 3,0,42,365,2,194,0,0,0,0,12,3,1,0,0,0,1,0,1,0,0,0,0,2.5,-3.1,2,2,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,615,415,125,49,26,166,94,44,26,0,112,23,15,8,7,4,12,15,11,57,202,71,51,17,26,1,3,86,7.6,120,44,69,27,0,21,180,0,0,0,0,3,0,1,1,20,8,Outhalf,754,76,220,26,70,0,0,0,0,8,7,1,1,0,10,1,0,1,3,0,3,3,3.5,-4,2,1,1,2,0,2,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,128,81,0,0,0,0,0,0,0,0,58,37,16,16,18,4,2,2,0,3,37,0,0,0,0,1,7,38,4,63,7,11,7,0,9,89,0,0,0,0,4,2,0,0,32,14,Back 3,170,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,2.7,-2.3,0,0,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,135,68,0,0,0,0,0,0,0,0,41,19,8,8,10,3,2,2,0,0,20,0,0,0,0,1,5,39,3.9,67,10,17,10,0,12,68,0,0,0,0,3,2,0,0,16,6,Back,0,0,68,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,3,3,2.2,-2.3,0,0,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,126,75,0,0,0,0,0,0,0,0,48,26,12,12,13,1,0,0,0,0,26,0,0,0,0,1,6,40,3.7,62,7,10,6,0,8,79,0,0,0,0,1,0,0,0,25,12,Back 3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.8,-1.6,0,0,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,148,84,0,0,0,0,0,0,0,0,49,16,9,9,8,0,0,0,0,7,16,0,0,0,0,1,5,46,4.1,73,11,17,10,0,15,75,0,0,0,0,0,0,0,0,16,9,Outhalf,184,0,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3,-2.1,0,0,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,144,84,0,0,0,0,0,0,0,0,60,30,13,13,14,1,0,0,0,3,30,0,0,0,0,1,6,36,3.8,66,8,12,8,0,9,93,0,0,0,0,1,0,0,0,30,13,Back 3,189,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.6,-1.9,0,0,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,237,149,1,0,0,2,0,0,0,0,77,31,16,14,15,1,0,0,0,0,35,2,0,0,0,1,5,51,5,108,19,33,12,0,20,113,0,0,0,0,1,0,0,0,29,14,Back,0,1,112,0,36,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,1,1,2.6,-2,0,0,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,158,100,0,0,0,0,0,0,0,0,63,30,11,10,15,0,0,0,0,0,32,0,0,0,0,1,6,41,3.9,72,8,13,6,0,9,91,0,0,0,0,0,0,0,0,30,10,Back 3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,-2.7,0,0,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,161,86,0,0,0,0,0,0,0,0,49,15,10,9,7,0,0,0,0,11,16,0,0,0,0,1,5,43,3.8,74,10,17,11,0,13,83,0,0,0,0,0,0,0,0,15,9,Outhalf,201,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,-1.8,0,0,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,690,486,116,68,36,96,51,10,0,0,91,10,9,3,4,2,12,7,10,13,117,45,41,10,0,1,2,72,7.6,136,30,43,15,0,14,157,0,0,0,0,0,0,2,2,10,3,Back 3,782,48,307,36,64,0,0,0,0,9,3,2,0,0,1,2,0,2,0,0,0,0,2.5,-4.7,2,1,1,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,772,584,83,29,0,91,32,1,0,0,138,23,10,8,5,1,9,13,13,0,118,59,31,1,0,1,3,70,6.9,152,55,98,26,0,26,197,0,0,0,0,1,0,0,0,21,8,Back,0,54,367,0,134,0,0,0,0,12,2,0,0,0,23,0,0,0,1,0,1,1,3.2,-3.2,2,2,0,2,0,2,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,794,632,46,0,0,87,8,0,0,0,89,8,8,4,3,0,4,1,9,0,100,78,8,0,0,1,2,62,5.8,156,42,60,13,0,17,173,0,0,0,0,0,0,0,0,8,4,Back 3,0,46,366,0,220,0,0,0,0,13,1,0,0,0,3,0,0,0,0,0,0,0,2.6,-3,2,2,0,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,750,543,135,56,0,198,118,34,0,0,121,15,12,6,4,1,9,16,8,55,220,80,85,34,0,1,2,78,6.8,148,56,86,29,0,26,185,0,0,0,0,1,0,1,1,15,6,Outhalf,893,79,289,0,119,0,0,0,0,11,5,2,0,0,13,0,0,1,1,0,1,1,3,-5,3,2,1,0,0,0,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,5335,3768,771,396,198,951,510,256,121,0,976,291,146,105,7,40,76,43,11,0,1281,441,255,134,121,1,3,89,8.4,110,281,402,130,0,12,1550,0,0,0,0,38,10,3,4,254,95,Back 3,0,375,2178,158,820,40,0,0,2,66,23,9,5,0,9,2,1,3,36,2,38,38,4,-5.3,10,8,2,9,0,9,,,,,
07/04/19,Thursday,Day 4,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Outhalf,Player4,period,4364,2126,647,185,48,560,329,146,48,0,762,208,124,95,8,13,35,46,10,245,809,232,183,98,48,1,3,86,7.6,106,243,384,181,0,19,1184,0,0,0,0,9,2,4,3,199,93,Outhalf,4261,212,1403,48,326,0,0,0,0,44,17,6,3,0,37,4,0,4,9,0,9,9,3.7,-5,10,8,2,3,0,3,,,,,
07/05/19,Friday,Day 5,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Back 3,Player1,period,2595,835,24,0,0,9,0,0,0,0,192,21,19,7,0,1,4,2,13,148,37,9,0,0,0,0,3,53,6,41,139.6,211,207,0,5,860,0,5,0,5,1,1,1,1,20,6,Back 3,Warm Up-Self led,2806,24,728,0,83,0,0,0,0,6,0,0,0,0,11,1,0,1,1,0,1,1,3,-3.3,2,2,0,0,0,0,,,,
07/05/19,Friday,Day 5,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Outhalf,Player4,period,2975,690,58,21,0,94,47,17,0,0,190,25,23,13,1,0,7,30,11,233,128,47,30,16,0,0,3,80,7,48,233.2,393,397,0,9,944,0,0,0,0,0,0,0,0,25,13,Outhalf,Warm Up-Self led,3278,37,555,0,76,0,0,0,0,8,4,2,0,0,69,0,0,0,0,0,0,0,3,-2.7,0,0,0,0,0,0,,,,
07/05/19,Friday,Day 5,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Back 3,Player1,period,1398,552,0,0,0,0,0,0,0,0,170,41,21,18,1,2,1,1,0,37,43,0,0,0,0,0,4,42,4.4,39,72,107,85,0,5,490,0,0,0,0,2,1,0,0,38,17,Back 3,1531,0,532,0,20,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,2,2,2.7,-3.3,1,1,0,0,0,0,0,0,0,0,
07/05/19,Friday,Day 5,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,1399,524,0,0,0,0,0,0,0,0,155,50,23,19,1,2,1,1,0,0,53,0,0,0,0,0,3,49,4.6,39,54,82,73,0,4,489,0,0,0,0,2,1,0,0,48,18,Back 3,0,0,479,0,45,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,2,2,2.8,-3.2,1,1,0,0,0,0,0,0,0,0,
07/05/19,Friday,Day 5,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Outhalf,Player4,period,1369,450,0,0,0,0,0,0,0,0,123,20,9,8,1,0,0,0,0,46,21,0,0,0,0,0,3,50,4.4,38,55,84,73,0,4,444,0,0,0,0,0,0,0,0,20,8,Outhalf,1467,0,435,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.7,-2.3,0,0,0,0,0,0,0,0,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,1080,320,60,28,0,53,18,0,0,0,70,41,12,11,1,26,13,7,16,63,97,35,18,0,0,0,3,65,6.9,36,57,86,97,0,5,314,0,1,0,1,26,5,0,0,15,6,Back 3,1170,32,239,0,21,0,0,0,0,5,2,0,0,0,0,0,0,0,25,1,26,26,3.9,-2.3,0,0,0,5,0,5,2,1,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,1569,566,251,178,44,258,189,51,0,0,162,93,21,20,3,46,33,28,14,0,355,69,138,51,0,0,3,76,7.5,52,73,100,91,0,5,419,0,0,0,0,46,10,0,0,47,10,Back,0,73,267,44,48,0,0,0,0,10,10,4,0,0,14,0,0,0,40,6,46,46,4.5,-2.4,0,0,0,5,5,10,9,6,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,1589,631,261,163,24,281,210,89,0,0,151,84,26,24,3,36,35,29,10,0,366,71,121,89,0,0,2,79,7.4,52,76,105,90,0,6,390,0,0,0,0,36,12,0,0,48,12,Back 3,0,98,312,24,58,0,0,0,0,10,10,7,0,0,0,0,0,0,36,0,36,36,3.8,-2.2,0,0,0,10,0,10,9,7,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,1377,496,174,104,26,212,147,89,26,0,119,71,19,19,2,35,26,24,14,21,283,65,59,63,26,0,3,83,7.3,45,66,93,77,0,4,415,0,0,0,0,35,8,0,0,37,11,Outhalf,1510,70,265,26,56,0,0,0,0,10,9,5,2,0,0,0,0,0,35,0,35,35,3.6,-1.9,0,0,0,10,0,10,7,5,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Back 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,596,451,211,85,1,225,94,1,0,0,193,89,34,27,7,27,29,18,12,0,325,131,93,1,0,0,3,71,7,42,23,37,17,0,4,208,0,0,0,0,25,7,2,2,64,20,Back,0,126,126,1,113,0,0,0,0,15,9,0,0,0,14,2,0,2,24,2,25,25,4.5,-4,2,2,0,8,1,9,16,7,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,817,647,251,72,1,317,119,13,0,0,222,100,47,32,8,12,26,18,8,0,429,198,106,13,0,0,3,75,7,57,36,52,20,0,6,279,0,0,0,0,10,4,2,3,90,28,Back 3,0,179,208,1,188,0,0,0,0,21,9,2,0,0,1,2,0,2,10,0,10,10,3.2,-3.8,4,4,0,5,0,5,22,8,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,524,362,151,24,0,211,107,8,0,0,140,51,15,14,4,0,14,10,9,19,263,104,99,8,0,0,4,75,6.6,37,26,38,16,0,4,185,0,0,0,0,0,0,0,0,51,14,Outhalf,613,127,125,0,86,0,0,0,0,11,9,1,0,0,1,0,0,0,0,0,0,0,3,-2.8,0,0,0,0,0,0,15,8,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Back 3,Player1,period,1080,320,60,28,0,53,18,0,0,0,70,41,12,11,1,26,13,7,16,63,97,35,18,0,0,0,3,65,6.9,24,59,87,98,0,3,314,0,1,0,1,26,5,0,0,15,6,Back 3,1170,32,239,0,21,0,0,0,0,5,2,0,0,0,0,0,0,0,25,1,26,26,3.9,-2.3,0,0,0,5,0,5,1,0,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player2,period,2165,1017,462,263,44,483,283,51,0,0,355,182,55,47,4,73,62,44,13,0,680,200,232,51,0,0,3,76,7.5,49,96,136,108,0,5,626,0,0,0,0,71,17,2,2,111,30,Back,0,199,393,44,161,0,0,0,0,25,19,4,0,0,28,2,0,2,63,8,71,71,4.5,-4,2,2,0,13,6,19,11,6,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,2406,1278,512,235,25,598,329,102,0,0,373,184,73,56,4,47,61,43,9,0,795,269,227,102,0,0,3,79,7.4,54,112,158,110,0,6,669,0,0,0,0,46,16,2,3,139,40,Back 3,0,277,519,25,246,0,0,0,0,31,19,9,0,0,1,2,0,2,46,0,46,46,3.8,-3.8,4,4,0,15,0,15,13,7,0,0,
07/08/19,Monday,Day 1,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Outhalf,Player4,period,1901,858,325,128,26,423,254,97,26,0,259,123,34,33,3,35,40,31,11,40,546,169,157,71,26,0,3,83,7.3,43,92,131,93,0,4,600,0,0,0,0,35,8,0,0,88,25,Outhalf,2123,197,390,26,142,0,0,0,0,21,18,6,2,0,1,0,0,0,35,0,35,35,3.6,-2.8,0,0,0,10,0,10,9,6,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Back 3,Player1,period,5802,3423,1049,698,446,925,567,386,124,0,1036,255,112,67,6,64,111,52,11,193,1264,359,181,261,124,0,3,89,9.5,107,237,363,186,0,11,1544,0,0,0,0,53,10,11,8,202,57,Back 3,6734,351,1924,197,449,221,28,3,11,64,24,15,8,0,4,10,1,11,49,4,53,53,4.3,-4.5,16,13,3,9,4,13,17,10,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player2,period,6069,3634,1101,654,366,1150,690,393,155,0,987,276,116,72,6,59,105,99,10,0,1499,460,296,239,155,1,3,87,8.6,112,231,367,207,0,12,1630,0,0,0,0,47,11,11,6,228,61,Back,0,447,1883,253,650,113,0,0,8,73,29,16,10,0,121,10,2,11,40,7,47,47,4.3,-5.3,17,13,4,9,5,14,21,13,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Centre,Player3,period,6790,4826,913,525,295,1152,647,373,231,4,1023,308,156,95,7,93,105,72,12,0,1520,505,274,143,227,1,3,94,8.9,125,238,378,151,0,12,1737,0,0,0,0,83,21,11,11,225,74,Back 3,0,388,2825,183,1088,112,0,0,8,100,26,14,9,1,10,10,1,11,76,7,83,83,4.7,-4.8,20,17,3,21,3,24,21,12,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Whole Session,Outhalf,Player4,period,5653,3234,646,343,149,929,548,289,149,0,877,236,112,77,5,56,64,47,10,215,1194,381,259,140,149,0,3,90,7.9,99,163,277,162,0,8,1687,0,0,0,0,55,12,2,3,181,65,Outhalf,6451,303,2032,149,557,0,0,0,0,67,24,13,7,0,1,2,0,2,55,0,55,55,3.8,-4.1,9,8,1,13,0,13,16,10,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,1040,481,199,120,81,170,94,67,2,0,132,29,9,6,3,7,20,8,10,12,205,76,27,65,2,0,2,81,8.6,87,44,61,41,0,8,243,0,0,0,0,7,1,0,0,22,5,Back 3,1166,79,205,42,77,38,0,0,3,10,3,3,1,0,0,0,0,0,7,0,7,7,3.6,-2.7,0,0,0,3,0,3,14,8,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,1017,435,168,88,26,180,92,37,0,0,138,55,15,13,5,8,14,14,7,0,242,88,54,37,0,0,2,76,7.5,85,37,54,44,0,7,241,0,0,0,0,8,3,0,0,47,10,Back,0,81,179,26,88,0,0,0,0,10,3,3,0,0,18,0,0,0,6,1,8,8,3.8,-2.8,0,0,0,4,0,4,15,8,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,1117,598,222,103,6,250,140,27,0,0,124,8,9,4,1,0,15,11,8,0,263,110,113,27,0,0,2,76,7.2,94,36,54,39,0,7,263,0,0,0,0,0,0,0,0,8,4,Back 3,0,119,286,6,90,0,0,0,0,11,7,3,0,0,2,0,0,0,0,0,0,0,2.9,-2.9,0,0,0,0,0,0,21,12,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,752,216,72,21,0,102,59,8,0,0,73,30,7,7,3,14,12,10,10,13,132,43,52,8,0,0,3,72,6.4,63,20,33,35,0,5,248,0,0,0,0,14,3,0,0,16,4,Outhalf,832,51,103,0,41,0,0,0,0,6,5,2,0,0,0,0,0,0,14,0,14,14,3.8,-1.8,0,0,0,4,0,4,9,5,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,583,391,316,287,244,307,272,223,82,0,132,68,13,10,16,38,30,22,21,6,389,35,49,142,82,0,2,86,9.2,111,22,35,10,0,11,109,0,0,0,0,38,6,0,0,30,4,Back 3,712,29,48,88,27,141,14,1,5,6,6,6,4,0,0,0,0,0,34,4,38,38,4.3,-2.4,0,0,0,2,4,6,58,52,1,1,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,597,384,317,277,228,319,279,234,105,0,97,60,14,13,11,28,25,27,13,0,380,40,45,129,105,0,2,86,8.5,113,19,30,10,0,10,108,0,0,0,0,28,5,0,0,31,8,Back,0,39,40,151,27,76,0,0,5,5,5,5,6,0,9,0,0,0,23,5,28,28,4.3,-2.8,0,0,0,1,4,5,61,53,1,1,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,578,415,330,282,228,342,303,256,192,1,112,69,12,12,13,41,30,24,13,0,412,39,47,64,192,0,2,90,8.5,110,17,27,8,0,8,114,0,0,0,0,41,6,0,0,28,6,Back 3,0,48,48,128,37,100,0,0,6,6,6,6,6,0,0,0,0,0,34,6,41,41,4.7,-1.8,0,0,0,3,3,6,65,57,1,1,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,570,363,281,234,130,304,270,218,130,0,91,57,12,12,11,32,24,24,13,1,360,33,52,88,130,0,2,88,7.8,108,13,23,8,0,7,107,0,0,0,0,32,6,0,0,25,6,Outhalf,651,48,46,130,36,0,0,0,0,6,6,6,6,0,0,0,0,0,32,0,32,32,3.8,-1.3,0,0,0,6,0,6,58,51,1,1,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,877,657,240,150,89,212,127,73,40,0,205,35,21,6,10,7,26,18,10,25,276,85,54,33,40,1,3,89,9.5,145,38,57,19,0,16,236,0,0,0,0,1,0,6,4,35,6,Back 3,1063,90,345,34,72,42,14,2,3,13,7,3,3,0,2,5,1,6,1,0,1,1,3.1,-4.4,5,3,2,1,0,1,35,21,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,846,591,195,102,46,204,108,48,30,0,188,34,19,9,9,8,22,21,12,0,258,96,60,18,30,1,3,87,8.6,140,35,56,25,0,16,242,0,0,0,0,4,1,4,1,30,8,Back,0,93,281,22,116,24,0,0,2,15,6,2,2,0,21,3,1,4,4,0,4,4,4.3,-5.3,3,2,1,1,1,2,34,18,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,991,804,87,25,19,180,33,22,16,3,134,10,10,4,3,3,11,7,13,0,198,147,11,6,13,1,2,94,8.9,164,36,59,17,0,16,239,0,0,0,0,0,0,3,1,10,4,Back 3,0,63,425,9,291,11,0,0,1,14,2,1,1,1,3,2,1,3,0,0,0,0,2.8,-4.8,2,1,1,0,0,0,30,5,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,764,539,68,27,19,106,47,24,19,0,110,22,8,6,4,1,7,6,12,18,131,59,22,6,19,1,3,90,7.9,126,21,35,13,0,10,197,0,0,0,0,0,0,0,1,22,6,Outhalf,860,41,390,19,81,0,0,0,0,10,3,1,1,0,1,0,0,0,0,0,0,0,3.2,-3.7,1,1,0,1,0,1,17,8,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,170,71,0,0,0,0,0,0,0,0,43,19,9,7,9,0,0,0,0,11,21,0,0,0,0,1,5,44,4.7,76,8,12,10,0,9,77,0,0,0,0,0,0,0,0,18,7,Back 3,205,0,62,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,1,1,0,1,0,1,0,0,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,105,14,0,0,0,0,0,0,0,0,15,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,29,2.9,47,5,8,11,0,6,48,0,0,0,0,0,0,0,0,1,1,Back,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,-1.4,0,0,0,0,0,0,0,0,0,0,
07/09/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,197,95,0,0,0,0,0,0,0,0,52,32,14,11,15,4,1,1,0,0,34,0,0,0,0,1,4,50,4.7,88,7,12,7,0,9,77,0,0,0,0,4,1,0,0,28,10,Back 3,0,0,79,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,4,3.5,-3.2,2,2,0,1,0,1,0,0,0,0,
